score	address	name	body_bytes	evidence	reviewed	compat_modeled	default_name	product_string_count	business_neighbor_count	callers	callees	example_string	file
42	103d6e70	update_audio_state	92	semantic_review,compat_trace	1	1	0	0	9	8	2		functions/103d6e70_update_audio_state.c
42	104012d8	thunk_EXT_FUN_001000b8	4	direct_call_neighbor	0	0	1	0	91	1255	0		functions/104012d8_thunk_EXT_FUN_001000b8.c
42	104013e8	thunk_EXT_FUN_00100108	4	direct_call_neighbor	0	0	1	0	11	263	0		functions/104013e8_thunk_EXT_FUN_00100108.c
42	104014b0	thunk_EXT_FUN_001000a0	4	direct_call_neighbor	0	0	1	0	43	639	0		functions/104014b0_thunk_EXT_FUN_001000a0.c
42	10401540	thunk_EXT_FUN_00100300	4	direct_call_neighbor	0	0	1	0	55	613	0		functions/10401540_thunk_EXT_FUN_00100300.c
41	10265cdc	FUN_10265cdc	40	direct_call_neighbor	0	0	1	0	9	43	2		functions/10265cdc_FUN_10265cdc.c
41	10265f14	FUN_10265f14	44	direct_call_neighbor	0	0	1	0	9	306	2		functions/10265f14_FUN_10265f14.c
41	1028f922	FUN_1028f922	54	direct_call_neighbor	0	0	1	0	9	18	4		functions/1028f922_FUN_1028f922.c
41	102a2eac	FUN_102a2eac	50	direct_call_neighbor	0	0	1	0	9	73	1		functions/102a2eac_FUN_102a2eac.c
41	103d2370	FUN_103d2370	40	direct_call_neighbor	0	0	1	0	9	9	3		functions/103d2370_FUN_103d2370.c
41	103d23b2	FUN_103d23b2	42	direct_call_neighbor	0	0	1	0	9	9	1		functions/103d23b2_FUN_103d23b2.c
40	103c500c	FUN_103c500c	18	semantic_review,compat_trace	1	1	1	0	9	11	1		functions/103c500c_FUN_103c500c.c
40	103ce5f4	FUN_103ce5f4	20	direct_call_neighbor	0	0	1	0	9	9	1		functions/103ce5f4_FUN_103ce5f4.c
40	103d2344	FUN_103d2344	16	direct_call_neighbor	0	0	1	0	9	9	1		functions/103d2344_FUN_103d2344.c
40	103d23dc	FUN_103d23dc	30	direct_call_neighbor	0	0	1	0	9	9	2		functions/103d23dc_FUN_103d23dc.c
40	103d240a	FUN_103d240a	16	direct_call_neighbor	0	0	1	0	9	9	1		functions/103d240a_FUN_103d240a.c
40	103d7360	stop_chat_stream_internal	404	semantic_review,compat_trace	1	1	0	0	8	2	10		functions/103d7360_stop_chat_stream_internal.c
38	103d27e8	FUN_103d27e8	70	semantic_review,compat_trace	1	1	1	0	8	5	4		functions/103d27e8_FUN_103d27e8.c
37	10267c64	FUN_10267c64	58	direct_call_neighbor	0	0	1	0	8	56	4		functions/10267c64_FUN_10267c64.c
37	1028e9a8	FUN_1028e9a8	58	direct_call_neighbor	0	0	1	0	8	99	2		functions/1028e9a8_FUN_1028e9a8.c
36	102699d4	FUN_102699d4	20	direct_call_neighbor	0	0	1	0	8	106	0		functions/102699d4_FUN_102699d4.c
36	1028ee24	FUN_1028ee24	24	direct_call_neighbor	0	0	1	0	8	58	1		functions/1028ee24_FUN_1028ee24.c
36	103c73b0	FUN_103c73b0	28	direct_call_neighbor	0	0	1	0	8	7	3		functions/103c73b0_FUN_103c73b0.c
35	102688be	FUN_102688be	158	direct_call_neighbor	0	0	1	0	7	11	3		functions/102688be_FUN_102688be.c
35	103d4234	FUN_103d4234	148	direct_call_neighbor	0	0	1	0	7	6	5		functions/103d4234_FUN_103d4234.c
35	103e5e64	FUN_103e5e64	156	direct_call_neighbor	0	0	1	0	7	7	3		functions/103e5e64_FUN_103e5e64.c
34	103d4898	FUN_103d4898	64	semantic_review,compat_trace	1	1	1	0	7	7	4		functions/103d4898_FUN_103d4898.c
34	103d6f78	resume_recording_internal	118	semantic_review,compat_trace	1	1	0	0	7	3	6		functions/103d6f78_resume_recording_internal.c
34	103db7ec	FUN_103db7ec	106	direct_call_neighbor	0	0	1	0	7	3	7		functions/103db7ec_FUN_103db7ec.c
33	103c902e	FUN_103c902e	38	semantic_review,compat_trace	1	1	1	0	7	9	0		functions/103c902e_FUN_103c902e.c
33	103dd7b4	FUN_103dd7b4	634	direct_call_neighbor	0	0	1	0	6	0	9		functions/103dd7b4_FUN_103dd7b4.c
33	103e1374	FUN_103e1374	732	semantic_review,compat_trace	1	1	1	0	6	0	12		functions/103e1374_FUN_103e1374.c
32	103ceea4	FUN_103ceea4	20	direct_call_neighbor	0	0	1	0	7	10	1		functions/103ceea4_FUN_103ceea4.c
32	103dc3bc	FUN_103dc3bc	18	semantic_review	1	0	1	0	7	13	0		functions/103dc3bc_FUN_103dc3bc.c
32	103e5e38	FUN_103e5e38	16	direct_call_neighbor	0	0	1	0	7	7	1		functions/103e5e38_FUN_103e5e38.c
32	103fe650	FUN_103fe650	28	direct_call_neighbor	0	0	1	0	7	46	1		functions/103fe650_FUN_103fe650.c
31	101c3ce4	FUN_101c3ce4	252	direct_call_neighbor	0	0	1	0	6	0	15		functions/101c3ce4_FUN_101c3ce4.c
31	101c3dfc	FUN_101c3dfc	184	direct_call_neighbor	0	0	1	0	6	0	15		functions/101c3dfc_FUN_101c3dfc.c
31	10273a1c	FUN_10273a1c	188	direct_call_neighbor	0	0	1	0	6	13	10		functions/10273a1c_FUN_10273a1c.c
31	103d9bf4	FUN_103d9bf4	10	semantic_review,compat_trace	1	1	1	0	7	6	1		functions/103d9bf4_FUN_103d9bf4.c
31	103e6640	FUN_103e6640	188	direct_call_neighbor	0	0	1	0	6	6	1		functions/103e6640_FUN_103e6640.c
30	103d6ee4	pause_recording_internal	118	semantic_review,compat_trace	1	1	0	0	6	2	6		functions/103d6ee4_pause_recording_internal.c
30	103d7714	start_translate_streaming_internal	120	semantic_review	1	0	0	0	6	2	5		functions/103d7714_start_translate_streaming_internal.c
29	10269a6a	FUN_10269a6a	44	direct_call_neighbor	0	0	1	0	6	36	1		functions/10269a6a_FUN_10269a6a.c
29	103c51b4	FUN_103c51b4	36	direct_call_neighbor	0	0	1	0	6	6	3		functions/103c51b4_FUN_103c51b4.c
29	103c8d0a	FUN_103c8d0a	54	direct_call_neighbor	0	0	1	0	6	10	3		functions/103c8d0a_FUN_103c8d0a.c
29	103d176c	FUN_103d176c	60	semantic_review,compat_trace	1	1	1	0	6	6	4		functions/103d176c_FUN_103d176c.c
28	1030be50	FUN_1030be50	304	direct_call_neighbor	0	0	1	0	5	1	6		functions/1030be50_FUN_1030be50.c
28	1030c788	FUN_1030c788	288	direct_call_neighbor	0	0	1	0	5	1	6		functions/1030c788_FUN_1030c788.c
28	103711a4	FUN_103711a4	28	direct_call_neighbor	0	0	1	0	6	8	2		functions/103711a4_FUN_103711a4.c
28	103c899a	FUN_103c899a	20	direct_call_neighbor	0	0	1	0	6	6	2		functions/103c899a_FUN_103c899a.c
28	103e583c	FUN_103e583c	16	direct_call_neighbor	0	0	1	0	6	5	1		functions/103e583c_FUN_103e583c.c
27	10257734	hal_usb_recv_epn_complete	2058	direct_call_neighbor	0	0	0	0	4	1	23		functions/10257734_hal_usb_recv_epn_complete.c
27	1030c90c	FUN_1030c90c	136	direct_call_neighbor	0	0	1	0	5	1	6		functions/1030c90c_FUN_1030c90c.c
27	1030c9c4	FUN_1030c9c4	136	direct_call_neighbor	0	0	1	0	5	1	6		functions/1030c9c4_FUN_1030c9c4.c
27	103d2700	FUN_103d2700	202	semantic_review,compat_trace	1	1	1	0	5	1	5		functions/103d2700_FUN_103d2700.c
27	103d8888	FUN_103d8888	206	direct_call_neighbor	0	0	1	0	5	1	11		functions/103d8888_FUN_103d8888.c
27	103dc014	FUN_103dc014	10	direct_call_neighbor	0	0	1	0	6	7	0		functions/103dc014_FUN_103dc014.c
27	103e1af4	FUN_103e1af4	224	semantic_review	1	0	1	0	5	0	9		functions/103e1af4_FUN_103e1af4.c
26	103c8654	FUN_103c8654	118	direct_call_neighbor	0	0	1	0	5	4	4		functions/103c8654_FUN_103c8654.c
26	103d25e8	FUN_103d25e8	76	semantic_review	1	0	1	0	5	2	4		functions/103d25e8_FUN_103d25e8.c
26	103da0fc	FUN_103da0fc	114	semantic_review,compat_trace	1	1	1	0	5	4	1		functions/103da0fc_FUN_103da0fc.c
26	103dc2c0	FUN_103dc2c0	78	direct_call_neighbor	0	0	1	0	5	1	6		functions/103dc2c0_FUN_103dc2c0.c
26	103e3b90	FUN_103e3b90	86	direct_call_neighbor	0	0	1	0	5	1	5		functions/103e3b90_FUN_103e3b90.c
26	104013f8	thunk_EXT_FUN_00103108	4	direct_call_neighbor	0	0	1	0	6	19	0		functions/104013f8_thunk_EXT_FUN_00103108.c
25	10267db0	FUN_10267db0	46	direct_call_neighbor	0	0	1	0	5	21	3		functions/10267db0_FUN_10267db0.c
25	103c9000	FUN_103c9000	46	direct_call_neighbor	0	0	1	0	5	5	2		functions/103c9000_FUN_103c9000.c
25	103d7e50	FUN_103d7e50	38	semantic_review,compat_trace	1	1	1	0	5	5	2		functions/103d7e50_FUN_103d7e50.c
24	10267f28	FUN_10267f28	20	direct_call_neighbor	0	0	1	0	5	15	1		functions/10267f28_FUN_10267f28.c
24	10269a0a	FUN_10269a0a	26	direct_call_neighbor	0	0	1	0	5	35	0		functions/10269a0a_FUN_10269a0a.c
24	1030c514	FUN_1030c514	298	direct_call_neighbor	0	0	1	0	4	1	6		functions/1030c514_FUN_1030c514.c
24	103e5e48	FUN_103e5e48	26	direct_call_neighbor	0	0	1	0	5	5	0		functions/103e5e48_FUN_103e5e48.c
23	102adcd0	FUN_102adcd0	144	direct_call_neighbor	0	0	1	0	4	6	4		functions/102adcd0_FUN_102adcd0.c
23	1030c43c	FUN_1030c43c	158	direct_call_neighbor	0	0	1	0	4	1	4		functions/1030c43c_FUN_1030c43c.c
23	103cf110	FUN_103cf110	12	direct_call_neighbor	0	0	1	0	5	4	1		functions/103cf110_FUN_103cf110.c
23	103d5068	FUN_103d5068	242	direct_call_neighbor	0	0	1	0	4	3	7		functions/103d5068_FUN_103d5068.c
23	103d712c	handle_stream_start	200	semantic_review	1	0	0	0	4	2	6		functions/103d712c_handle_stream_start.c
22	103d2594	FUN_103d2594	72	semantic_review	1	0	1	0	4	1	4		functions/103d2594_FUN_103d2594.c
22	103db690	FUN_103db690	80	direct_call_neighbor	0	0	1	0	4	4	2		functions/103db690_FUN_103db690.c
22	103e4728	FUN_103e4728	78	direct_call_neighbor	0	0	1	0	4	4	3		functions/103e4728_FUN_103e4728.c
21	10265c28	FUN_10265c28	40	direct_call_neighbor	0	0	1	0	4	24	2		functions/10265c28_FUN_10265c28.c
21	10265c50	FUN_10265c50	44	direct_call_neighbor	0	0	1	0	4	34	2		functions/10265c50_FUN_10265c50.c
21	102b8258	FUN_102b8258	56	direct_call_neighbor	0	0	1	0	4	27	4		functions/102b8258_FUN_102b8258.c
21	102b8290	FUN_102b8290	40	direct_call_neighbor	0	0	1	0	4	28	3		functions/102b8290_FUN_102b8290.c
21	102b82b8	FUN_102b82b8	38	direct_call_neighbor	0	0	1	0	4	26	2		functions/102b82b8_FUN_102b82b8.c
21	103c86ec	FUN_103c86ec	60	direct_call_neighbor	0	0	1	0	4	3	4		functions/103c86ec_FUN_103c86ec.c
21	103dba4c	FUN_103dba4c	782	direct_call_neighbor	0	0	1	0	3	0	8		functions/103dba4c_FUN_103dba4c.c
20	1021dcb8	FUN_1021dcb8	354	direct_call_neighbor	0	0	1	0	3	10	7		functions/1021dcb8_FUN_1021dcb8.c
20	10265974	FUN_10265974	28	direct_call_neighbor	0	0	1	0	4	39	0		functions/10265974_FUN_10265974.c
20	102659be	FUN_102659be	20	direct_call_neighbor	0	0	1	0	4	27	0		functions/102659be_FUN_102659be.c
20	10265a18	FUN_10265a18	24	direct_call_neighbor	0	0	1	0	4	51	1		functions/10265a18_FUN_10265a18.c
20	1028f5ca	FUN_1028f5ca	24	direct_call_neighbor	0	0	1	0	4	56	1		functions/1028f5ca_FUN_1028f5ca.c
20	1030b8d0	FUN_1030b8d0	354	direct_call_neighbor	0	0	1	0	3	0	11		functions/1030b8d0_FUN_1030b8d0.c
20	103c4c2c	FUN_103c4c2c	430	direct_call_neighbor	0	0	1	0	3	2	9		functions/103c4c2c_FUN_103c4c2c.c
20	103c9054	FUN_103c9054	28	direct_call_neighbor	0	0	1	0	4	3	2		functions/103c9054_FUN_103c9054.c
20	103d4098	FUN_103d4098	356	direct_call_neighbor	0	0	1	0	3	3	7		functions/103d4098_FUN_103d4098.c
20	103dd278	FUN_103dd278	260	direct_call_neighbor	0	0	1	0	3	3	12		functions/103dd278_FUN_103dd278.c
20	103e1230	FUN_103e1230	280	semantic_review	1	0	1	0	3	0	13		functions/103e1230_FUN_103e1230.c
19	10264b6c	FUN_10264b6c	14	direct_call_neighbor	0	0	1	0	4	1486	2		functions/10264b6c_FUN_10264b6c.c
19	1028e69c	FUN_1028e69c	190	direct_call_neighbor	0	0	1	0	3	23	9		functions/1028e69c_FUN_1028e69c.c
19	102adfd8	FUN_102adfd8	202	direct_call_neighbor	0	0	1	0	3	1	7		functions/102adfd8_FUN_102adfd8.c
19	1030c2d4	FUN_1030c2d4	140	direct_call_neighbor	0	0	1	0	3	1	5		functions/1030c2d4_FUN_1030c2d4.c
19	103c744c	FUN_103c744c	148	direct_call_neighbor	0	0	1	0	3	2	3		functions/103c744c_FUN_103c744c.c
19	103d16dc	FUN_103d16dc	138	direct_call_neighbor	0	0	1	0	3	3	2		functions/103d16dc_FUN_103d16dc.c
19	103dc640	FUN_103dc640	8	semantic_review,compat_trace	1	1	1	0	4	6	0		functions/103dc640_FUN_103dc640.c
19	103dcf44	FUN_103dcf44	150	direct_call_neighbor	0	0	1	0	3	2	6		functions/103dcf44_FUN_103dcf44.c
18	1025a69c	FUN_1025a69c	76	direct_call_neighbor	0	0	1	0	3	34	6		functions/1025a69c_FUN_1025a69c.c
18	102ae0ac	FUN_102ae0ac	92	direct_call_neighbor	0	0	1	0	3	0	5		functions/102ae0ac_FUN_102ae0ac.c
18	102b348c	FUN_102b348c	72	direct_call_neighbor	0	0	1	0	3	11	1		functions/102b348c_FUN_102b348c.c
18	1030bfe8	FUN_1030bfe8	98	direct_call_neighbor	0	0	1	0	3	1	3		functions/1030bfe8_FUN_1030bfe8.c
18	103c8728	FUN_103c8728	82	direct_call_neighbor	0	0	1	0	3	3	4		functions/103c8728_FUN_103c8728.c
18	103d24d8	FUN_103d24d8	102	semantic_review	1	0	1	0	3	3	0		functions/103d24d8_FUN_103d24d8.c
18	103d2544	FUN_103d2544	78	semantic_review	1	0	1	0	3	2	1		functions/103d2544_FUN_103d2544.c
18	103d6bf8	FUN_103d6bf8	120	semantic_review,compat_trace	1	1	1	0	3	3	3		functions/103d6bf8_FUN_103d6bf8.c
18	103d7d78	schedule_start_recording	86	semantic_review	1	0	0	0	3	1	4		functions/103d7d78_schedule_start_recording.c
18	103d7de8	FUN_103d7de8	84	direct_call_neighbor	0	0	1	0	3	1	4		functions/103d7de8_FUN_103d7de8.c
18	103d7ea8	FUN_103d7ea8	66	direct_call_neighbor	0	0	1	0	3	1	3		functions/103d7ea8_FUN_103d7ea8.c
18	103da0b4	FUN_103da0b4	66	semantic_review,compat_trace	1	1	1	0	3	2	1		functions/103da0b4_FUN_103da0b4.c
18	103e5850	FUN_103e5850	86	direct_call_neighbor	0	0	1	0	3	2	2		functions/103e5850_FUN_103e5850.c
18	103e6dc8	FUN_103e6dc8	124	semantic_review	1	0	1	0	3	2	7		functions/103e6dc8_FUN_103e6dc8.c
18	10401330	thunk_EXT_FUN_0012b078	4	direct_call_neighbor	0	0	1	0	4	20	0		functions/10401330_thunk_EXT_FUN_0012b078.c
18	10401360	thunk_EXT_FUN_001022a0	4	direct_call_neighbor	0	0	1	0	4	214	0		functions/10401360_thunk_EXT_FUN_001022a0.c
18	104015a0	thunk_EXT_FUN_0010227c	4	direct_call_neighbor	0	0	1	0	4	214	0		functions/104015a0_thunk_EXT_FUN_0010227c.c
17	1024e43c	FUN_1024e43c	48	semantic_review	1	0	1	0	3	3	2		functions/1024e43c_FUN_1024e43c.c
17	1025a66e	FUN_1025a66e	44	direct_call_neighbor	0	0	1	0	3	41	1		functions/1025a66e_FUN_1025a66e.c
17	1025fa10	FUN_1025fa10	54	direct_call_neighbor	0	0	1	0	3	11	2		functions/1025fa10_FUN_1025fa10.c
17	10265b94	FUN_10265b94	46	direct_call_neighbor	0	0	1	0	3	25	2		functions/10265b94_FUN_10265b94.c
17	1026bd7c	FUN_1026bd7c	60	direct_call_neighbor	0	0	1	0	3	38	1		functions/1026bd7c_FUN_1026bd7c.c
17	1028ee3c	FUN_1028ee3c	710	direct_call_neighbor	0	0	1	0	2	8	12		functions/1028ee3c_FUN_1028ee3c.c
17	102ac6a0	FUN_102ac6a0	40	direct_call_neighbor	0	0	1	0	3	8	0		functions/102ac6a0_FUN_102ac6a0.c
17	10303e7c	FUN_10303e7c	844	direct_call_neighbor	0	0	1	0	2	0	27		functions/10303e7c_FUN_10303e7c.c
17	103c5174	FUN_103c5174	60	direct_call_neighbor	0	0	1	0	3	3	4		functions/103c5174_FUN_103c5174.c
17	103c51dc	FUN_103c51dc	62	direct_call_neighbor	0	0	1	0	3	3	4		functions/103c51dc_FUN_103c51dc.c
17	103c8848	FUN_103c8848	32	direct_call_neighbor	0	0	1	0	3	3	3		functions/103c8848_FUN_103c8848.c
17	103cbf30	FUN_103cbf30	34	semantic_review	1	0	1	0	3	1	2		functions/103cbf30_FUN_103cbf30.c
17	103cfe2c	FUN_103cfe2c	48	direct_call_neighbor	0	0	1	0	3	3	1		functions/103cfe2c_FUN_103cfe2c.c
17	103d0f80	FUN_103d0f80	42	direct_call_neighbor	0	0	1	0	3	3	0		functions/103d0f80_FUN_103d0f80.c
17	103d241a	FUN_103d241a	58	semantic_review,compat_trace	1	1	1	0	3	3	0		functions/103d241a_FUN_103d241a.c
17	103d2454	FUN_103d2454	62	semantic_review,compat_trace	1	1	1	0	3	3	0		functions/103d2454_FUN_103d2454.c
17	103d2492	FUN_103d2492	50	semantic_review,compat_trace	1	1	1	0	3	3	0		functions/103d2492_FUN_103d2492.c
17	103d3f0c	FUN_103d3f0c	34	direct_call_neighbor	0	0	1	0	3	3	2		functions/103d3f0c_FUN_103d3f0c.c
17	103d72d8	FUN_103d72d8	54	direct_call_neighbor	0	0	1	0	3	2	1		functions/103d72d8_FUN_103d72d8.c
17	103d7ef8	FUN_103d7ef8	56	direct_call_neighbor	0	0	1	0	3	1	5		functions/103d7ef8_FUN_103d7ef8.c
17	103da090	FUN_103da090	34	semantic_review,compat_trace	1	1	1	0	3	3	0		functions/103da090_FUN_103da090.c
17	103db8d0	FUN_103db8d0	56	direct_call_neighbor	0	0	1	0	3	1	4		functions/103db8d0_FUN_103db8d0.c
17	103dc798	FUN_103dc798	46	semantic_review	1	0	1	0	3	3	0		functions/103dc798_FUN_103dc798.c
17	103dfedc	FUN_103dfedc	44	semantic_review	1	0	1	0	3	1	2		functions/103dfedc_FUN_103dfedc.c
17	103e0544	FUN_103e0544	56	direct_call_neighbor	0	0	1	0	3	2	3		functions/103e0544_FUN_103e0544.c
17	103e17b0	FUN_103e17b0	548	semantic_review,compat_trace	1	1	1	0	2	0	8		functions/103e17b0_FUN_103e17b0.c
17	103eb5e0	FUN_103eb5e0	60	direct_call_neighbor	0	0	1	0	3	3	2		functions/103eb5e0_FUN_103eb5e0.c
17	103eb630	FUN_103eb630	56	direct_call_neighbor	0	0	1	0	3	3	2		functions/103eb630_FUN_103eb630.c
17	103fdf64	FUN_103fdf64	44	direct_call_neighbor	0	0	1	0	3	6	3		functions/103fdf64_FUN_103fdf64.c
16	1028ebac	FUN_1028ebac	354	direct_call_neighbor	0	0	1	0	2	16	11		functions/1028ebac_FUN_1028ebac.c
16	1029f4fa	FUN_1029f4fa	28	direct_call_neighbor	0	0	1	0	3	16	2		functions/1029f4fa_FUN_1029f4fa.c
16	102b8098	FUN_102b8098	320	direct_call_neighbor	0	0	1	0	2	10	19		functions/102b8098_FUN_102b8098.c
16	10332a0c	FUN_10332a0c	420	direct_call_neighbor	0	0	1	0	2	12	13		functions/10332a0c_FUN_10332a0c.c
16	103a7dd8	FUN_103a7dd8	24	direct_call_neighbor	0	0	1	0	3	13	1		functions/103a7dd8_FUN_103a7dd8.c
16	103c6b04	FUN_103c6b04	324	semantic_review	1	0	1	0	2	1	2		functions/103c6b04_FUN_103c6b04.c
16	103c74ec	FUN_103c74ec	454	direct_call_neighbor	0	0	1	0	2	0	9		functions/103c74ec_FUN_103c74ec.c
16	103c9b94	FUN_103c9b94	26	direct_call_neighbor	0	0	1	0	3	5	1		functions/103c9b94_FUN_103c9b94.c
16	103cf380	FUN_103cf380	20	direct_call_neighbor	0	0	1	0	3	8	1		functions/103cf380_FUN_103cf380.c
16	103cf844	FUN_103cf844	22	semantic_review	1	0	1	0	3	3	0		functions/103cf844_FUN_103cf844.c
16	103d476c	FUN_103d476c	26	direct_call_neighbor	0	0	1	0	3	3	2		functions/103d476c_FUN_103d476c.c
16	103e008c	FUN_103e008c	282	direct_call_neighbor	0	0	1	0	2	0	5		functions/103e008c_FUN_103e008c.c
16	103e1688	FUN_103e1688	278	semantic_review,compat_trace	1	1	1	0	2	0	5		functions/103e1688_FUN_103e1688.c
16	103e4518	FUN_103e4518	30	direct_call_neighbor	0	0	1	0	3	2	1		functions/103e4518_FUN_103e4518.c
15	101c4758	FUN_101c4758	144	direct_call_neighbor	0	0	1	0	2	3	5		functions/101c4758_FUN_101c4758.c
15	101c47fc	FUN_101c47fc	144	direct_call_neighbor	0	0	1	0	2	3	5		functions/101c47fc_FUN_101c47fc.c
15	1021dcaa	FUN_1021dcaa	14	direct_call_neighbor	0	0	1	0	3	9	2		functions/1021dcaa_FUN_1021dcaa.c
15	1022b168	FUN_1022b168	182	direct_call_neighbor	0	0	1	0	2	0	6		functions/1022b168_FUN_1022b168.c
15	1022c4a8	FUN_1022c4a8	186	direct_call_neighbor	0	0	1	0	2	1	13		functions/1022c4a8_FUN_1022c4a8.c
15	1023388c	FUN_1023388c	132	direct_call_neighbor	0	0	1	0	2	1	8		functions/1023388c_FUN_1023388c.c
15	1024e5d8	FUN_1024e5d8	236	semantic_review,compat_trace	1	1	1	0	2	1	3		functions/1024e5d8_FUN_1024e5d8.c
15	102a2e0c	FUN_102a2e0c	160	direct_call_neighbor	0	0	1	0	2	45	1		functions/102a2e0c_FUN_102a2e0c.c
15	1031475a	FUN_1031475a	144	direct_call_neighbor	0	0	1	0	2	37	9		functions/1031475a_FUN_1031475a.c
15	10370f24	FUN_10370f24	216	direct_call_neighbor	0	0	1	0	2	3	9		functions/10370f24_FUN_10370f24.c
15	10371028	FUN_10371028	174	direct_call_neighbor	0	0	1	0	2	3	9		functions/10371028_FUN_10371028.c
15	103c639c	FUN_103c639c	210	direct_call_neighbor	0	0	1	0	2	3	7		functions/103c639c_FUN_103c639c.c
15	103c6490	FUN_103c6490	134	direct_call_neighbor	0	0	1	0	2	4	3		functions/103c6490_FUN_103c6490.c
15	103c7432	FUN_103c7432	12	direct_call_neighbor	0	0	1	0	3	3	1		functions/103c7432_FUN_103c7432.c
15	103c8908	FUN_103c8908	10	direct_call_neighbor	0	0	1	0	3	5	1		functions/103c8908_FUN_103c8908.c
15	103d0f56	FUN_103d0f56	14	direct_call_neighbor	0	0	1	0	3	3	1		functions/103d0f56_FUN_103d0f56.c
15	103d16ce	FUN_103d16ce	12	direct_call_neighbor	0	0	1	0	3	4	1		functions/103d16ce_FUN_103d16ce.c
15	103d17ae	FUN_103d17ae	158	direct_call_neighbor	0	0	1	0	2	2	0		functions/103d17ae_FUN_103d17ae.c
15	103d283c	FUN_103d283c	132	semantic_review	1	0	1	0	2	1	4		functions/103d283c_FUN_103d283c.c
15	103d7220	FUN_103d7220	148	direct_call_neighbor	0	0	1	0	2	0	5		functions/103d7220_FUN_103d7220.c
15	103dd3a4	FUN_103dd3a4	162	direct_call_neighbor	0	0	1	0	2	1	7		functions/103dd3a4_FUN_103dd3a4.c
15	103e04d0	FUN_103e04d0	12	direct_call_neighbor	0	0	1	0	3	5	0		functions/103e04d0_FUN_103e04d0.c
14	101c9c6c	FUN_101c9c6c	102	direct_call_neighbor	0	0	1	0	2	63	7		functions/101c9c6c_FUN_101c9c6c.c
14	102262cc	FUN_102262cc	1150	direct_call_neighbor	0	0	1	0	1	0	13		functions/102262cc_FUN_102262cc.c
14	1022c9f0	FUN_1022c9f0	100	direct_call_neighbor	0	0	1	0	2	0	8		functions/1022c9f0_FUN_1022c9f0.c
14	10232278	FUN_10232278	90	direct_call_neighbor	0	0	1	0	2	1	5		functions/10232278_FUN_10232278.c
14	102325ac	FUN_102325ac	74	direct_call_neighbor	0	0	1	0	2	1	4		functions/102325ac_FUN_102325ac.c
14	10242314	FUN_10242314	68	direct_call_neighbor	0	0	1	0	2	3	2		functions/10242314_FUN_10242314.c
14	1024c418	hal_key_debounce_handler	1060	direct_call_neighbor	0	0	0	0	1	0	22		functions/1024c418_hal_key_debounce_handler.c
14	1024e6c8	FUN_1024e6c8	1120	semantic_review,compat_trace	1	1	1	0	1	4	7		functions/1024e6c8_FUN_1024e6c8.c
14	10255854	FUN_10255854	68	direct_call_neighbor	0	0	1	0	2	18	2		functions/10255854_FUN_10255854.c
14	1026f5f6	FUN_1026f5f6	110	direct_call_neighbor	0	0	1	0	2	2	6		functions/1026f5f6_FUN_1026f5f6.c
14	1030c07c	FUN_1030c07c	118	direct_call_neighbor	0	0	1	0	2	1	2		functions/1030c07c_FUN_1030c07c.c
14	1030c12c	FUN_1030c12c	96	direct_call_neighbor	0	0	1	0	2	1	2		functions/1030c12c_FUN_1030c12c.c
14	1030cafc	FUN_1030cafc	106	direct_call_neighbor	0	0	1	0	2	1	2		functions/1030cafc_FUN_1030cafc.c
14	103107b0	FUN_103107b0	104	direct_call_neighbor	0	0	1	0	2	4	6		functions/103107b0_FUN_103107b0.c
14	103108b2	FUN_103108b2	64	direct_call_neighbor	0	0	1	0	2	3	4		functions/103108b2_FUN_103108b2.c
14	103c588c	FUN_103c588c	78	direct_call_neighbor	0	0	1	0	2	0	4		functions/103c588c_FUN_103c588c.c
14	103c9de0	FUN_103c9de0	68	direct_call_neighbor	0	0	1	0	2	1	2		functions/103c9de0_FUN_103c9de0.c
14	103ca1b8	FUN_103ca1b8	120	semantic_review	1	0	1	0	2	1	8		functions/103ca1b8_FUN_103ca1b8.c
14	103d184c	FUN_103d184c	72	direct_call_neighbor	0	0	1	0	2	2	0		functions/103d184c_FUN_103d184c.c
14	103d4ff0	FUN_103d4ff0	94	direct_call_neighbor	0	0	1	0	2	3	3		functions/103d4ff0_FUN_103d4ff0.c
14	103db294	FUN_103db294	64	direct_call_neighbor	0	0	1	0	2	0	5		functions/103db294_FUN_103db294.c
14	103db79c	FUN_103db79c	70	direct_call_neighbor	0	0	1	0	2	0	3		functions/103db79c_FUN_103db79c.c
14	103dcddc	FUN_103dcddc	78	direct_call_neighbor	0	0	1	0	2	3	0		functions/103dcddc_FUN_103dcddc.c
14	103dd008	FUN_103dd008	120	direct_call_neighbor	0	0	1	0	2	1	4		functions/103dd008_FUN_103dd008.c
14	103e7c40	FUN_103e7c40	68	direct_call_neighbor	0	0	1	0	2	4	2		functions/103e7c40_FUN_103e7c40.c
14	103e9434	FUN_103e9434	94	direct_call_neighbor	0	0	1	0	2	2	2		functions/103e9434_FUN_103e9434.c
14	103fb3d0	FUN_103fb3d0	84	direct_call_neighbor	0	0	1	0	2	13	4		functions/103fb3d0_FUN_103fb3d0.c
14	104012e0	thunk_EXT_FUN_0012ae9c	4	direct_call_neighbor	0	0	1	0	3	3	0		functions/104012e0_thunk_EXT_FUN_0012ae9c.c
